flow,citing_loc_label,cited_loc_label,weight
Outgoing,SCIENCE,PHILOSOPHY. PSYCHOLOGY. RELIGION,4199
Internal,SCIENCE,MEDICINE,4091
Outgoing,SCIENCE,AGRICULTURE,4010
Outgoing,MEDICINE,TECHNOLOGY,3997
Internal,MEDICINE,SCIENCE,3976
Incoming,SCIENCE,LANGUAGE AND LITERATURE,3833
Incoming,MEDICINE,TECHNOLOGY,3830
Internal,SCIENCE,TECHNOLOGY,3755
Outgoing,SCIENCE,LANGUAGE AND LITERATURE,3626
Incoming,SOCIAL SCIENCES,SCIENCE,3568
Outgoing,AGRICULTURE,SCIENCE,3507
Incoming,AGRICULTURE,MEDICINE,3145
Outgoing,SCIENCE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,3100
Outgoing,SOCIAL SCIENCES,SCIENCE,2939
Outgoing,SCIENCE,SOCIAL SCIENCES,2921
Incoming,GEOGRAPHY. ANTHROPOLOGY. RECREATION,MEDICINE,2709
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,SCIENCE,2708
Incoming,SCIENCE,AGRICULTURE,2673
Incoming,EDUCATION,SCIENCE,2622
Incoming,POLITICAL SCIENCE,SCIENCE,2593
Internal,MEDICINE,MEDICINE,2179
Outgoing,MEDICINE,PHILOSOPHY. PSYCHOLOGY. RELIGION,2174
Outgoing,SOCIAL SCIENCES,PHILOSOPHY. PSYCHOLOGY. RELIGION,2140
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,PHILOSOPHY. PSYCHOLOGY. RELIGION,2113
Outgoing,EDUCATION,PHILOSOPHY. PSYCHOLOGY. RELIGION,2059
Outgoing,POLITICAL SCIENCE,PHILOSOPHY. PSYCHOLOGY. RELIGION,2058
Incoming,SCIENCE,SOCIAL SCIENCES,2043
Incoming,MEDICINE,PHILOSOPHY. PSYCHOLOGY. RELIGION,2023
Outgoing,EDUCATION,SCIENCE,1964
Incoming,SCIENCE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,1938
Outgoing,POLITICAL SCIENCE,SCIENCE,1931
Outgoing,SCIENCE,EDUCATION,1711
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,SCIENCE,1692
Outgoing,SCIENCE,POLITICAL SCIENCE,1688
Outgoing,SOCIAL SCIENCES,LANGUAGE AND LITERATURE,1670
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,LANGUAGE AND LITERATURE,1663
Incoming,MEDICINE,LANGUAGE AND LITERATURE,1655
Outgoing,MEDICINE,AGRICULTURE,1654
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,SOCIAL SCIENCES,1649
Incoming,MEDICINE,AGRICULTURE,1633
Outgoing,EDUCATION,LANGUAGE AND LITERATURE,1623
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,GEOGRAPHY. ANTHROPOLOGY. RECREATION,1623
Outgoing,POLITICAL SCIENCE,LANGUAGE AND LITERATURE,1622
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,EDUCATION,1577
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,POLITICAL SCIENCE,1576
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,MEDICINE,1525
Outgoing,MEDICINE,LANGUAGE AND LITERATURE,1519
Outgoing,MEDICINE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,1459
Outgoing,AGRICULTURE,MEDICINE,1424
Outgoing,AGRICULTURE,AGRICULTURE,1392
Outgoing,SOCIAL SCIENCES,MEDICINE,1341
Incoming,SCIENCE,EDUCATION,1267
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,SCIENCE,1257
Internal,TECHNOLOGY,TECHNOLOGY,1249
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,PHILOSOPHY. PSYCHOLOGY. RELIGION,1221
Incoming,SCIENCE,POLITICAL SCIENCE,1213
Incoming,GEOGRAPHY. ANTHROPOLOGY. RECREATION,PHILOSOPHY. PSYCHOLOGY. RELIGION,1195
Incoming,LANGUAGE AND LITERATURE,SCIENCE,1187
Outgoing,LANGUAGE AND LITERATURE,SOCIAL SCIENCES,1170
Outgoing,LANGUAGE AND LITERATURE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,1162
Incoming,SOCIAL SCIENCES,PHILOSOPHY. PSYCHOLOGY. RELIGION,1158
Incoming,AGRICULTURE,AGRICULTURE,1158
Outgoing,EDUCATION,MEDICINE,1144
Incoming,SOCIAL SCIENCES,MEDICINE,1136
Outgoing,LANGUAGE AND LITERATURE,EDUCATION,1121
Outgoing,LANGUAGE AND LITERATURE,POLITICAL SCIENCE,1120
Outgoing,POLITICAL SCIENCE,MEDICINE,1118
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,SOCIAL SCIENCES,1105
Incoming,POLITICAL SCIENCE,PHILOSOPHY. PSYCHOLOGY. RELIGION,1098
Incoming,EDUCATION,PHILOSOPHY. PSYCHOLOGY. RELIGION,1089
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,GEOGRAPHY. ANTHROPOLOGY. RECREATION,1087
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,EDUCATION,1059
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,POLITICAL SCIENCE,1059
Outgoing,MEDICINE,SOCIAL SCIENCES,1032
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,LANGUAGE AND LITERATURE,989
Incoming,EDUCATION,MEDICINE,971
Incoming,POLITICAL SCIENCE,MEDICINE,967
Outgoing,LANGUAGE AND LITERATURE,PHILOSOPHY. PSYCHOLOGY. RELIGION,958
Incoming,MEDICINE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,946
Incoming,GEOGRAPHY. ANTHROPOLOGY. RECREATION,LANGUAGE AND LITERATURE,927
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,MEDICINE,914
Incoming,SOCIAL SCIENCES,LANGUAGE AND LITERATURE,893
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,MEDICINE,875
Outgoing,LANGUAGE AND LITERATURE,LANGUAGE AND LITERATURE,874
Outgoing,MEDICINE,EDUCATION,869
Outgoing,MEDICINE,POLITICAL SCIENCE,856
Incoming,GEOGRAPHY. ANTHROPOLOGY. RECREATION,TECHNOLOGY,855
Outgoing,LANGUAGE AND LITERATURE,SCIENCE,845
Incoming,POLITICAL SCIENCE,LANGUAGE AND LITERATURE,841
Incoming,TECHNOLOGY,GEOGRAPHY. ANTHROPOLOGY. RECREATION,835
Incoming,EDUCATION,LANGUAGE AND LITERATURE,834
Incoming,LANGUAGE AND LITERATURE,SOCIAL SCIENCES,827
Incoming,LANGUAGE AND LITERATURE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,827
Incoming,LANGUAGE AND LITERATURE,EDUCATION,802
Incoming,LANGUAGE AND LITERATURE,POLITICAL SCIENCE,802
Incoming,MEDICINE,SOCIAL SCIENCES,748
Incoming,TECHNOLOGY,PHILOSOPHY. PSYCHOLOGY. RELIGION,717
Incoming,TECHNOLOGY,SOCIAL SCIENCES,657
Internal,SOCIAL SCIENCES,SOCIAL SCIENCES,642
Incoming,MEDICINE,EDUCATION,635
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,PHILOSOPHY. PSYCHOLOGY. RELIGION,623
Outgoing,SOCIAL SCIENCES,TECHNOLOGY,606
Incoming,MEDICINE,POLITICAL SCIENCE,587
Incoming,TECHNOLOGY,LANGUAGE AND LITERATURE,584
Outgoing,TECHNOLOGY,PHILOSOPHY. PSYCHOLOGY. RELIGION,564
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,TECHNOLOGY,560
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,SOCIAL SCIENCES,553
Internal,SOCIAL SCIENCES,GEOGRAPHY. ANTHROPOLOGY. RECREATION,552
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,GEOGRAPHY. ANTHROPOLOGY. RECREATION,548
Internal,POLITICAL SCIENCE,SOCIAL SCIENCES,544
Internal,EDUCATION,SOCIAL SCIENCES,544
Internal,SOCIAL SCIENCES,POLITICAL SCIENCE,543
Internal,SOCIAL SCIENCES,EDUCATION,543
Internal,POLITICAL SCIENCE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,535
Internal,EDUCATION,GEOGRAPHY. ANTHROPOLOGY. RECREATION,535
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,POLITICAL SCIENCE,535
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,EDUCATION,534
Outgoing,TECHNOLOGY,GEOGRAPHY. ANTHROPOLOGY. RECREATION,531
Internal,EDUCATION,POLITICAL SCIENCE,526
Internal,POLITICAL SCIENCE,EDUCATION,526
Internal,POLITICAL SCIENCE,POLITICAL SCIENCE,526
Internal,EDUCATION,EDUCATION,526
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,LANGUAGE AND LITERATURE,510
Outgoing,TECHNOLOGY,LANGUAGE AND LITERATURE,501
Incoming,TECHNOLOGY,EDUCATION,490
Incoming,TECHNOLOGY,POLITICAL SCIENCE,488
Incoming,LANGUAGE AND LITERATURE,PHILOSOPHY. PSYCHOLOGY. RELIGION,481
Internal,TECHNOLOGY,MEDICINE,478
Outgoing,EDUCATION,TECHNOLOGY,447
Internal,MEDICINE,TECHNOLOGY,446
Outgoing,POLITICAL SCIENCE,TECHNOLOGY,446
Incoming,LANGUAGE AND LITERATURE,LANGUAGE AND LITERATURE,431
Outgoing,TECHNOLOGY,SOCIAL SCIENCES,392
Incoming,LANGUAGE AND LITERATURE,MEDICINE,374
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,AGRICULTURE,341
Outgoing,TECHNOLOGY,AGRICULTURE,328
Internal,AGRICULTURE,SCIENCE,309
Incoming,AGRICULTURE,TECHNOLOGY,304
Incoming,SOCIAL SCIENCES,TECHNOLOGY,297
Incoming,GEOGRAPHY. ANTHROPOLOGY. RECREATION,AGRICULTURE,297
Internal,SOCIAL SCIENCES,SCIENCE,282
Incoming,TECHNOLOGY,AGRICULTURE,280
Incoming,AGRICULTURE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,271
Outgoing,LANGUAGE AND LITERATURE,MEDICINE,271
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,SCIENCE,264
Outgoing,TECHNOLOGY,EDUCATION,238
Outgoing,TECHNOLOGY,POLITICAL SCIENCE,238
Outgoing,SOCIAL SCIENCES,AGRICULTURE,231
Outgoing,AGRICULTURE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,231
Incoming,EDUCATION,TECHNOLOGY,222
Incoming,POLITICAL SCIENCE,TECHNOLOGY,217
Internal,SCIENCE,SOCIAL SCIENCES,211
Incoming,AGRICULTURE,SOCIAL SCIENCES,207
Internal,EDUCATION,SCIENCE,193
Internal,POLITICAL SCIENCE,SCIENCE,193
Outgoing,POLITICAL SCIENCE,AGRICULTURE,175
Outgoing,EDUCATION,AGRICULTURE,173
Outgoing,AGRICULTURE,TECHNOLOGY,168
Internal,SCIENCE,AGRICULTURE,168
Incoming,AGRICULTURE,POLITICAL SCIENCE,165
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,TECHNOLOGY,160
Outgoing,SCIENCE,FINE ARTS,157
Internal,SCIENCE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,155
Incoming,AGRICULTURE,EDUCATION,146
Internal,SCIENCE,PHILOSOPHY. PSYCHOLOGY. RELIGION,144
Outgoing,AGRICULTURE,PHILOSOPHY. PSYCHOLOGY. RELIGION,121
Internal,SCIENCE,POLITICAL SCIENCE,120
Outgoing,MEDICINE,FINE ARTS,120
Internal,SCIENCE,EDUCATION,119
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,SCIENCE,118
Incoming,AGRICULTURE,PHILOSOPHY. PSYCHOLOGY. RELIGION,115
Internal,AGRICULTURE,MEDICINE,110
Outgoing,AGRICULTURE,LANGUAGE AND LITERATURE,107
Internal,SCIENCE,LANGUAGE AND LITERATURE,107
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,TECHNOLOGY,104
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,GEOGRAPHY. ANTHROPOLOGY. RECREATION,97
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,SOCIAL SCIENCES,95
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,EDUCATION,94
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,POLITICAL SCIENCE,94
Outgoing,LANGUAGE AND LITERATURE,TECHNOLOGY,92
Outgoing,AGRICULTURE,SOCIAL SCIENCES,92
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,MEDICINE,91
Internal,POLITICAL SCIENCE,PHILOSOPHY. PSYCHOLOGY. RELIGION,90
Internal,EDUCATION,PHILOSOPHY. PSYCHOLOGY. RELIGION,90
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,PHILOSOPHY. PSYCHOLOGY. RELIGION,90
Internal,SOCIAL SCIENCES,PHILOSOPHY. PSYCHOLOGY. RELIGION,90
Incoming,SOCIAL SCIENCES,AGRICULTURE,88
Internal,LANGUAGE AND LITERATURE,SCIENCE,85
Incoming,EDUCATION,AGRICULTURE,82
Incoming,AGRICULTURE,LANGUAGE AND LITERATURE,82
Outgoing,AGRICULTURE,EDUCATION,81
Incoming,POLITICAL SCIENCE,AGRICULTURE,80
Outgoing,AGRICULTURE,POLITICAL SCIENCE,80
Internal,LANGUAGE AND LITERATURE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,78
Internal,MEDICINE,PHILOSOPHY. PSYCHOLOGY. RELIGION,77
Internal,SOCIAL SCIENCES,MEDICINE,76
Internal,LANGUAGE AND LITERATURE,SOCIAL SCIENCES,76
Internal,LANGUAGE AND LITERATURE,POLITICAL SCIENCE,75
Internal,LANGUAGE AND LITERATURE,EDUCATION,75
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,AGRICULTURE,73
Internal,AGRICULTURE,AGRICULTURE,69
Internal,EDUCATION,MEDICINE,65
Internal,POLITICAL SCIENCE,MEDICINE,64
Incoming,LANGUAGE AND LITERATURE,TECHNOLOGY,64
Outgoing,SCIENCE,LAW,62
Internal,MEDICINE,SOCIAL SCIENCES,60
Internal,MEDICINE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,59
Outgoing,LANGUAGE AND LITERATURE,AGRICULTURE,57
Internal,MEDICINE,AGRICULTURE,54
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,PHILOSOPHY. PSYCHOLOGY. RELIGION,53
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,MEDICINE,52
Internal,EDUCATION,LANGUAGE AND LITERATURE,51
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,LANGUAGE AND LITERATURE,51
Internal,POLITICAL SCIENCE,LANGUAGE AND LITERATURE,51
Internal,SOCIAL SCIENCES,LANGUAGE AND LITERATURE,51
Internal,MEDICINE,POLITICAL SCIENCE,48
Internal,MEDICINE,EDUCATION,48
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,LANGUAGE AND LITERATURE,45
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,TECHNOLOGY,42
Incoming,SCIENCE,FINE ARTS,41
Incoming,FINE ARTS,SCIENCE,41
Internal,LANGUAGE AND LITERATURE,PHILOSOPHY. PSYCHOLOGY. RELIGION,41
Outgoing,LAW,SCIENCE,41
Internal,LANGUAGE AND LITERATURE,LANGUAGE AND LITERATURE,41
Internal,TECHNOLOGY,SOCIAL SCIENCES,40
Internal,MEDICINE,LANGUAGE AND LITERATURE,40
Internal,SOCIAL SCIENCES,TECHNOLOGY,38
Internal,TECHNOLOGY,GEOGRAPHY. ANTHROPOLOGY. RECREATION,38
Incoming,PHILOSOPHY. PSYCHOLOGY. RELIGION,AGRICULTURE,37
Outgoing,MEDICINE,LAW,36
Internal,TECHNOLOGY,EDUCATION,32
Outgoing,FINE ARTS,SCIENCE,32
Internal,TECHNOLOGY,POLITICAL SCIENCE,32
Internal,POLITICAL SCIENCE,TECHNOLOGY,31
Incoming,SCIENCE,LAW,31
Internal,EDUCATION,TECHNOLOGY,31
Incoming,LANGUAGE AND LITERATURE,AGRICULTURE,26
Internal,TECHNOLOGY,PHILOSOPHY. PSYCHOLOGY. RELIGION,25
Outgoing,TECHNOLOGY,FINE ARTS,25
Incoming,MEDICINE,FINE ARTS,24
Incoming,MEDICINE,LAW,23
Internal,LANGUAGE AND LITERATURE,MEDICINE,22
Outgoing,LAW,MEDICINE,19
Outgoing,FINE ARTS,MEDICINE,19
Internal,AGRICULTURE,TECHNOLOGY,18
Internal,TECHNOLOGY,AGRICULTURE,18
Outgoing,TECHNOLOGY,LAW,18
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,FINE ARTS,17
Incoming,FINE ARTS,MEDICINE,16
Internal,TECHNOLOGY,LANGUAGE AND LITERATURE,16
Internal,GEOGRAPHY. ANTHROPOLOGY. RECREATION,AGRICULTURE,16
Outgoing,SOCIAL SCIENCES,FINE ARTS,13
Outgoing,LAW,GEOGRAPHY. ANTHROPOLOGY. RECREATION,13
Outgoing,EDUCATION,FINE ARTS,13
Incoming,LAW,SOCIAL SCIENCES,13
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,SCIENCE,13
Outgoing,POLITICAL SCIENCE,FINE ARTS,13
Incoming,LAW,GEOGRAPHY. ANTHROPOLOGY. RECREATION,12
Incoming,LAW,POLITICAL SCIENCE,12
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,TECHNOLOGY,12
Incoming,LAW,EDUCATION,12
Outgoing,LAW,LANGUAGE AND LITERATURE,9
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,SOCIAL SCIENCES,9
Incoming,LAW,SCIENCE,9
Internal,EDUCATION,AGRICULTURE,9
Outgoing,SOCIAL SCIENCES,LAW,9
Internal,SOCIAL SCIENCES,AGRICULTURE,9
Outgoing,LAW,PHILOSOPHY. PSYCHOLOGY. RELIGION,9
Internal,POLITICAL SCIENCE,AGRICULTURE,9
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,GEOGRAPHY. ANTHROPOLOGY. RECREATION,9
Internal,LANGUAGE AND LITERATURE,TECHNOLOGY,9
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,POLITICAL SCIENCE,8
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,EDUCATION,8
Outgoing,FINE ARTS,GEOGRAPHY. ANTHROPOLOGY. RECREATION,7
Incoming,GENERAL WORKS,GEOGRAPHY. ANTHROPOLOGY. RECREATION,7
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,LAW,7
Incoming,GENERAL WORKS,POLITICAL SCIENCE,7
Incoming,GENERAL WORKS,EDUCATION,7
Incoming,GENERAL WORKS,SOCIAL SCIENCES,7
Outgoing,EDUCATION,LAW,7
Outgoing,POLITICAL SCIENCE,LAW,7
Outgoing,LAW,POLITICAL SCIENCE,6
Outgoing,LAW,EDUCATION,6
Internal,AGRICULTURE,GEOGRAPHY. ANTHROPOLOGY. RECREATION,6
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,FINE ARTS,6
Incoming,GENERAL WORKS,SCIENCE,6
Outgoing,LAW,SOCIAL SCIENCES,6
Incoming,FINE ARTS,GEOGRAPHY. ANTHROPOLOGY. RECREATION,5
Outgoing,SCIENCE,GENERAL WORKS,5
Outgoing,FINE ARTS,FINE ARTS,4
Incoming,LAW,MEDICINE,4
Outgoing,FINE ARTS,PHILOSOPHY. PSYCHOLOGY. RELIGION,4
Incoming,GENERAL WORKS,TECHNOLOGY,4
Internal,AGRICULTURE,SOCIAL SCIENCES,4
Outgoing,LAW,TECHNOLOGY,4
Outgoing,FINE ARTS,LANGUAGE AND LITERATURE,4
Outgoing,FINE ARTS,TECHNOLOGY,4
Incoming,AUXILIARY SCIENCES OF HISTORY,GEOGRAPHY. ANTHROPOLOGY. RECREATION,3
Incoming,AUXILIARY SCIENCES OF HISTORY,EDUCATION,3
Incoming,AUXILIARY SCIENCES OF HISTORY,LANGUAGE AND LITERATURE,3
Outgoing,FINE ARTS,POLITICAL SCIENCE,3
Outgoing,TECHNOLOGY,GENERAL WORKS,3
Incoming,AUXILIARY SCIENCES OF HISTORY,PHILOSOPHY. PSYCHOLOGY. RELIGION,3
Incoming,AUXILIARY SCIENCES OF HISTORY,POLITICAL SCIENCE,3
Incoming,AUXILIARY SCIENCES OF HISTORY,SOCIAL SCIENCES,3
Outgoing,FINE ARTS,EDUCATION,3
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,TECHNOLOGY,3
Outgoing,FINE ARTS,SOCIAL SCIENCES,3
Incoming,FINE ARTS,EDUCATION,3
Outgoing,SCIENCE,MILITARY SCIENCE,3
Incoming,FINE ARTS,POLITICAL SCIENCE,3
Incoming,TECHNOLOGY,LAW,3
Internal,AGRICULTURE,POLITICAL SCIENCE,3
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,LAW,3
Incoming,GEOGRAPHY. ANTHROPOLOGY. RECREATION,FINE ARTS,3
Incoming,FINE ARTS,SOCIAL SCIENCES,3
Incoming,AUXILIARY SCIENCES OF HISTORY,MEDICINE,2
Incoming,AUXILIARY SCIENCES OF HISTORY,SCIENCE,2
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,LANGUAGE AND LITERATURE,2
Incoming,FINE ARTS,FINE ARTS,2
Outgoing,SCIENCE,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,2
Incoming,FINE ARTS,PHILOSOPHY. PSYCHOLOGY. RELIGION,2
Internal,AGRICULTURE,EDUCATION,2
Incoming,FINE ARTS,LANGUAGE AND LITERATURE,2
Incoming,GENERAL WORKS,MEDICINE,2
Internal,AGRICULTURE,PHILOSOPHY. PSYCHOLOGY. RELIGION,2
Outgoing,MEDICINE,GENERAL WORKS,2
Outgoing,AGRICULTURE,FINE ARTS,2
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,PHILOSOPHY. PSYCHOLOGY. RELIGION,2
Internal,SCIENCE,FINE ARTS,2
Internal,PHILOSOPHY. PSYCHOLOGY. RELIGION,AGRICULTURE,2
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,MEDICINE,2
Outgoing,LANGUAGE AND LITERATURE,FINE ARTS,1
Outgoing,LANGUAGE AND LITERATURE,AUXILIARY SCIENCES OF HISTORY,1
Internal,LANGUAGE AND LITERATURE,AGRICULTURE,1
Incoming,LANGUAGE AND LITERATURE,FINE ARTS,1
Internal,MEDICINE,LAW,1
Outgoing,GEOGRAPHY. ANTHROPOLOGY. RECREATION,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,1
Internal,SCIENCE,LAW,1
Incoming,LAW,LANGUAGE AND LITERATURE,1
Incoming,LAW,PHILOSOPHY. PSYCHOLOGY. RELIGION,1
Incoming,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,AGRICULTURE,1
Outgoing,EDUCATION,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,1
Internal,FINE ARTS,GEOGRAPHY. ANTHROPOLOGY. RECREATION,1
Internal,FINE ARTS,EDUCATION,1
Outgoing,MEDICINE,BIBLIOGRAPHY. LIBRARY SCIENCE. INFORMATION RESOURCES,1
Internal,FINE ARTS,POLITICAL SCIENCE,1
Internal,FINE ARTS,TECHNOLOGY,1
Internal,AGRICULTURE,LANGUAGE AND LITERATURE,1
Outgoing,PHILOSOPHY. PSYCHOLOGY. RELIGION,AUXILIARY SCIENCES OF HISTORY,1
Incoming,GENERAL WORKS,LANGUAGE AND LITERATURE,1
